chord_1,chord_2,chord_3,chord_4
V<sup>6</sup><sub>4</sub>,V,I,I<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,V,I,I<sup>6</sup>
V<sup>6</sup><sub>4</sub>,V,I,ii
V<sup>6</sup><sub>4</sub>,V,I,V
V<sup>6</sup><sub>4</sub>,V,I,IV
V<sup>6</sup><sub>4</sub>,V,I,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,V,I,V<sup>6</sup>
V<sup>6</sup><sub>4</sub>,V,I,♭VII
V<sup>6</sup><sub>4</sub>,V,IV,V
V<sup>6</sup><sub>4</sub>,V,IV,ii<sup>6</sup>
V<sup>6</sup><sub>4</sub>,V,IV,♭III<sup>6</sup>
V<sup>6</sup><sub>4</sub>,V,IV,IV<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,V,vi,iii
V<sup>6</sup><sub>4</sub>,V,vi,V<sup>6</sup>
V<sup>6</sup><sub>4</sub>,V,vi,vi<sup>6</sup>
V<sup>6</sup><sub>4</sub>,V,vi,V
V<sup>6</sup><sub>4</sub>,V,vi,vi<sup>6</sup><sub>5</sub>
V<sup>6</sup><sub>4</sub>,V,V<sup>6</sup>,I
V<sup>6</sup><sub>4</sub>,V,V<sup>6</sup>,vi
V<sup>6</sup><sub>4</sub>,V,V<sup>6</sup>,V
V<sup>6</sup><sub>4</sub>,V,ii,ii<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,V,ii,v°<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,V,iii,IV
V<sup>6</sup><sub>4</sub>,V,iii,ii<sup>6</sup>
V<sup>6</sup><sub>4</sub>,V,V<sup>4</sup><sub>2</sub>,I<sup>6</sup>
V<sup>6</sup><sub>4</sub>,V,vi<sup>6</sup><sub>4</sub>,vi
V<sup>6</sup><sub>4</sub>,V,ii<sup>7</sup>,IV
V<sup>6</sup><sub>4</sub>,V,V<sup>6</sup><sub>5</sub>/V,V
V<sup>6</sup><sub>4</sub>,V,IV/iii,iii
V<sup>6</sup><sub>4</sub>,V,♭III<sup>6</sup>,V<sup>7</sup>/IV
V<sup>6</sup><sub>4</sub>,V,♭III<sup>7</sup>,♭VII<sup>7</sup>
V<sup>6</sup><sub>4</sub>,V,V/vi,vi<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,vi,IV,I
V<sup>6</sup><sub>4</sub>,vi,IV,vi<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,vi,IV,V/V
V<sup>6</sup><sub>4</sub>,vi,IV,ii
V<sup>6</sup><sub>4</sub>,vi,IV,V<sup>6</sup>
V<sup>6</sup><sub>4</sub>,vi,IV,V
V<sup>6</sup><sub>4</sub>,vi,IV,iii
V<sup>6</sup><sub>4</sub>,vi,vi<sup>6</sup>,IV
V<sup>6</sup><sub>4</sub>,vi,vi<sup>6</sup>,vi<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,vi,vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,vi,V,IV
V<sup>6</sup><sub>4</sub>,vi,V,IV<sup>7</sup>
V<sup>6</sup><sub>4</sub>,vi,V,I
V<sup>6</sup><sub>4</sub>,vi,vi<sup>6</sup><sub>4</sub>,vi
V<sup>6</sup><sub>4</sub>,vi,vi<sup>6</sup><sub>4</sub>,IV
V<sup>6</sup><sub>4</sub>,vi,V<sup>6</sup>,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,vi,V<sup>6</sup>,I
V<sup>6</sup><sub>4</sub>,vi,IV<sup>7</sup>,ii
V<sup>6</sup><sub>4</sub>,vi,vi<sup>7</sup>,IV<sup>6</sup>
V<sup>6</sup><sub>4</sub>,vi,vi<sup>7</sup>,IV<sup>7</sup>
V<sup>6</sup><sub>4</sub>,vi,vi<sup>4</sup><sub>2</sub>,IV<sup>7</sup>
V<sup>6</sup><sub>4</sub>,vi,vi<sup>4</sup><sub>2</sub>,vi
V<sup>6</sup><sub>4</sub>,vi,I<sup>6</sup><sub>4</sub>,IV
V<sup>6</sup><sub>4</sub>,vi,I<sup>6</sup><sub>4</sub>,iii<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,vi,iii<sup>6</sup><sub>4</sub>,I
V<sup>6</sup><sub>4</sub>,vi,ii<sup>6</sup><sub>5</sub>,vi
V<sup>6</sup><sub>4</sub>,vi,iii,V
V<sup>6</sup><sub>4</sub>,vi,iii,I
V<sup>6</sup><sub>4</sub>,vi,#iv°,IV
V<sup>6</sup><sub>4</sub>,vi,ii,vi
V<sup>6</sup><sub>4</sub>,vi,I<sup>7</sup>,V/V
V<sup>6</sup><sub>4</sub>,vi,vii°,iii<sup>6</sup>
V<sup>6</sup><sub>4</sub>,vi,IV<sup>6</sup><sub>4</sub>,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,vi,I<sup>6</sup>,IV<sup>7</sup>
V<sup>6</sup><sub>4</sub>,vi,I,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,IV,I<sup>6</sup>,I
V<sup>6</sup><sub>4</sub>,IV,I<sup>6</sup>,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,IV,I<sup>6</sup>,IV
V<sup>6</sup><sub>4</sub>,IV,I<sup>6</sup>,V
V<sup>6</sup><sub>4</sub>,IV,V,I<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,IV,V,vi
V<sup>6</sup><sub>4</sub>,IV,V,IV
V<sup>6</sup><sub>4</sub>,IV,V,I
V<sup>6</sup><sub>4</sub>,IV,V,iii<sup>7</sup>
V<sup>6</sup><sub>4</sub>,IV,V,♭III<sup>6</sup>
V<sup>6</sup><sub>4</sub>,IV,V,V/ii
V<sup>6</sup><sub>4</sub>,IV,vi<sup>6</sup><sub>4</sub>,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,IV,vi<sup>6</sup><sub>4</sub>,V/ii
V<sup>6</sup><sub>4</sub>,IV,vi<sup>6</sup><sub>4</sub>,IV
V<sup>6</sup><sub>4</sub>,IV,IV<sup>6</sup>,V
V<sup>6</sup><sub>4</sub>,IV,IV<sup>6</sup>,♭VII
V<sup>6</sup><sub>4</sub>,IV,IV<sup>6</sup><sub>4</sub>,V
V<sup>6</sup><sub>4</sub>,IV,IV<sup>6</sup><sub>4</sub>,IV
V<sup>6</sup><sub>4</sub>,IV,iii,ii
V<sup>6</sup><sub>4</sub>,IV,I,IV<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,IV,I,V
V<sup>6</sup><sub>4</sub>,IV,vi,V
V<sup>6</sup><sub>4</sub>,IV,vi,IV
V<sup>6</sup><sub>4</sub>,IV,V<sup>6</sup><sub>4</sub>,IV
V<sup>6</sup><sub>4</sub>,IV,ii°<sup>6</sup>,I
V<sup>6</sup><sub>4</sub>,IV,v,V
V<sup>6</sup><sub>4</sub>,IV,V<sup>7</sup>/vi,vi
V<sup>6</sup><sub>4</sub>,IV,V<sup>6</sup>,I<sup>6</sup>
V<sup>6</sup><sub>4</sub>,ii,V<sup>6</sup><sub>4</sub>,ii
V<sup>6</sup><sub>4</sub>,ii,V<sup>6</sup><sub>4</sub>,ii<sup>7</sup>
V<sup>6</sup><sub>4</sub>,ii,V<sup>6</sup><sub>4</sub>,IV<sup>6</sup>/IV
V<sup>6</sup><sub>4</sub>,ii,V<sup>6</sup><sub>4</sub>,I
V<sup>6</sup><sub>4</sub>,ii,V<sup>6</sup><sub>4</sub>,v
V<sup>6</sup><sub>4</sub>,ii,ii<sup>7</sup>,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,ii,ii<sup>7</sup>,ii
V<sup>6</sup><sub>4</sub>,ii,I,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,ii,I,IV
V<sup>6</sup><sub>4</sub>,ii,I,ii
V<sup>6</sup><sub>4</sub>,ii,IV,V<sup>6</sup>
V<sup>6</sup><sub>4</sub>,ii,IV,I<sup>6</sup>
V<sup>6</sup><sub>4</sub>,ii,IV,I
V<sup>6</sup><sub>4</sub>,ii,vi<sup>6</sup><sub>4</sub>,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,ii,vi<sup>6</sup><sub>4</sub>,IV
V<sup>6</sup><sub>4</sub>,ii,I<sup>6</sup>,IV
V<sup>6</sup><sub>4</sub>,ii,I<sup>6</sup>,IV<sup>7</sup>
V<sup>6</sup><sub>4</sub>,ii,i,IV
V<sup>6</sup><sub>4</sub>,ii,iii<sup>7</sup>,vi<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,ii,V,V<sup>6</sup>
V<sup>6</sup><sub>4</sub>,ii,IV<sup>6</sup><sub>4</sub>,V<sup>6</sup>
V<sup>6</sup><sub>4</sub>,ii,V<sup>7</sup>/IV,IV
V<sup>6</sup><sub>4</sub>,ii,♭III,♭VI
V<sup>6</sup><sub>4</sub>,ii,vi,♭VII
V<sup>6</sup><sub>4</sub>,ii,IV<sup>7</sup>,V
V<sup>6</sup><sub>4</sub>,I<sup>6</sup>,IV,I<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,I<sup>6</sup>,IV,I
V<sup>6</sup><sub>4</sub>,I<sup>6</sup>,IV,V
V<sup>6</sup><sub>4</sub>,I<sup>6</sup>,IV,I<sup>6</sup>
V<sup>6</sup><sub>4</sub>,I<sup>6</sup>,IV,V/vi
V<sup>6</sup><sub>4</sub>,I<sup>6</sup>,V<sup>6</sup><sub>4</sub>,IV<sup>6</sup>
V<sup>6</sup><sub>4</sub>,I<sup>6</sup>,V<sup>6</sup><sub>4</sub>,I<sup>6</sup>
V<sup>6</sup><sub>4</sub>,I<sup>6</sup>,V<sup>6</sup><sub>4</sub>,ii
V<sup>6</sup><sub>4</sub>,I<sup>6</sup>,V<sup>6</sup><sub>4</sub>,IV<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,I<sup>6</sup>,vi,IV
V<sup>6</sup><sub>4</sub>,I<sup>6</sup>,V,IV
V<sup>6</sup><sub>4</sub>,I<sup>6</sup>,V,I
V<sup>6</sup><sub>4</sub>,I<sup>6</sup>,I,V
V<sup>6</sup><sub>4</sub>,I<sup>6</sup>,V<sup>6</sup><sub>5</sub>/V,I<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,I<sup>6</sup>,V<sup>7</sup>/IV,IV
V<sup>6</sup><sub>4</sub>,I<sup>6</sup>,i<sup>6</sup>,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,I<sup>6</sup>,I<sup>6</sup><sub>4</sub>,V
V<sup>6</sup><sub>4</sub>,I<sup>6</sup>,IV<sup>6</sup>,I<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>,vi,I<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>,vi,IV
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>,vi,ii
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>,vi,V/vi
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>,IV,V
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>,IV,vi<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>,IV,I<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>,I<sup>6</sup>,vi<sup>6</sup>
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>,I<sup>6</sup>,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>,vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>,IV<sup>6</sup><sub>4</sub>,I
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>,ii<sup>6</sup><sub>4</sub>,iii<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>,ii<sup>6</sup>,V
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>,ii<sup>6</sup>,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>,ii,ii<sup>4</sup><sub>2</sub>
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>,V<sup>6</sup><sub>4</sub>,IV
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>,IV<sup>6</sup><sub>4</sub>/V,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>,vi,IV
V<sup>6</sup><sub>4</sub>,iii,IV,iv<sup>6</sup>
V<sup>6</sup><sub>4</sub>,iii,vi<sup>6</sup><sub>4</sub>,iii<sup>4</sup><sub>2</sub>
V<sup>6</sup><sub>4</sub>,iii,iii<sup>6</sup>,vi
V<sup>6</sup><sub>4</sub>,iii,vi,IV
V<sup>6</sup><sub>4</sub>,iii,V<sup>6</sup>/vi,vi
V<sup>6</sup><sub>4</sub>,iii,v<sup>6</sup>,i
V<sup>6</sup><sub>4</sub>,iii,I<sup>6</sup>,vi<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,ii<sup>7</sup>,V<sup>6</sup><sub>4</sub>,ii
V<sup>6</sup><sub>4</sub>,ii<sup>7</sup>,V<sup>6</sup><sub>4</sub>,ii<sup>7</sup>
V<sup>6</sup><sub>4</sub>,ii<sup>7</sup>,V<sup>6</sup><sub>4</sub>,v<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,ii<sup>7</sup>,V,IV
V<sup>6</sup><sub>4</sub>,ii<sup>7</sup>,IV<sup>7</sup>,V
V<sup>6</sup><sub>4</sub>,ii<sup>7</sup>,vi<sup>7</sup>,ii<sup>7</sup>
V<sup>6</sup><sub>4</sub>,ii<sup>7</sup>,iii<sup>7</sup>,IV<sup>7</sup>
V<sup>6</sup><sub>4</sub>,ii<sup>7</sup>,iii,IV
V<sup>6</sup><sub>4</sub>,ii<sup>7</sup>,ii<sup>4</sup><sub>3</sub>,ii
V<sup>6</sup><sub>4</sub>,IV<sup>6</sup><sub>4</sub>,I,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,IV<sup>6</sup><sub>4</sub>,I,vi<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,IV<sup>6</sup><sub>4</sub>,I,V<sup>6</sup>
V<sup>6</sup><sub>4</sub>,IV<sup>6</sup><sub>4</sub>,V<sup>6</sup>,V
V<sup>6</sup><sub>4</sub>,IV<sup>6</sup><sub>4</sub>,V<sup>6</sup>,I
V<sup>6</sup><sub>4</sub>,IV<sup>6</sup><sub>4</sub>,V<sup>6</sup>,IV
V<sup>6</sup><sub>4</sub>,IV<sup>6</sup><sub>4</sub>,V<sup>6</sup>,vi
V<sup>6</sup><sub>4</sub>,IV<sup>6</sup><sub>4</sub>,IV,I
V<sup>6</sup><sub>4</sub>,IV<sup>6</sup><sub>4</sub>,iii<sup>6</sup><sub>4</sub>,vi
V<sup>6</sup><sub>4</sub>,IV<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,IV<sup>6</sup><sub>4</sub>,V/vi,vi
V<sup>6</sup><sub>4</sub>,IV<sup>6</sup><sub>4</sub>,V<sup>6</sup><sub>4</sub>,I<sup>6</sup>
V<sup>6</sup><sub>4</sub>,IV<sup>6</sup><sub>4</sub>,ii<sup>7</sup>,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,V<sup>6</sup>,I,V
V<sup>6</sup><sub>4</sub>,V<sup>6</sup>,I,IV
V<sup>6</sup><sub>4</sub>,V<sup>6</sup>,I,V<sup>6</sup>
V<sup>6</sup><sub>4</sub>,V<sup>6</sup>,I,V<sup>6</sup>/V
V<sup>6</sup><sub>4</sub>,V<sup>6</sup>,I,IV<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,V<sup>6</sup>,V,vi<sup>7</sup>
V<sup>6</sup><sub>4</sub>,V<sup>6</sup>,V,vi
V<sup>6</sup><sub>4</sub>,V<sup>6</sup>,V,I
V<sup>6</sup><sub>4</sub>,V<sup>6</sup>,IV<sup>6</sup>,V<sup>6</sup>
V<sup>6</sup><sub>4</sub>,V<sup>6</sup>,V<sup>6</sup><sub>4</sub>,vi<sup>7</sup>
V<sup>6</sup><sub>4</sub>,V<sup>6</sup>,V<sup>6</sup><sub>4</sub>,I<sup>7</sup>
V<sup>6</sup><sub>4</sub>,V<sup>6</sup>,v,V<sup>6</sup>/vi
V<sup>6</sup><sub>4</sub>,V<sup>6</sup>,vi<sup>6</sup><sub>4</sub>,vi<sup>6</sup>
V<sup>6</sup><sub>4</sub>,iii<sup>6</sup><sub>4</sub>,iii,vi
V<sup>6</sup><sub>4</sub>,iii<sup>6</sup><sub>4</sub>,IV<sup>6</sup><sub>4</sub>,I<sup>7</sup>
V<sup>6</sup><sub>4</sub>,iii<sup>6</sup><sub>4</sub>,I,vi<sup>7</sup>
V<sup>6</sup><sub>4</sub>,iii<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>4</sub>,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,iii<sup>6</sup><sub>4</sub>,I<sup>6</sup>,vi<sup>6</sup>
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup>,V<sup>6</sup>,vi
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup>,V<sup>6</sup><sub>4</sub>,IV
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup>,IV<sup>6</sup>/vi,IV
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup>,V<sup>6</sup>/V,V/V
V<sup>6</sup><sub>4</sub>,V<sup>6</sup><sub>4</sub>/vi,vi,I
V<sup>6</sup><sub>4</sub>,V<sup>4</sup><sub>2</sub>,V,IV
V<sup>6</sup><sub>4</sub>,V<sup>4</sup><sub>2</sub>,V,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,V<sup>4</sup><sub>2</sub>,V<sup>7</sup>,V<sup>4</sup><sub>2</sub>
V<sup>6</sup><sub>4</sub>,V<sup>4</sup><sub>2</sub>,iii<sup>7</sup>,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,iii<sup>7</sup>,vi,IV<sup>7</sup>
V<sup>6</sup><sub>4</sub>,iii<sup>7</sup>,IV,I
V<sup>6</sup><sub>4</sub>,iii<sup>7</sup>,V<sup>4</sup><sub>2</sub>,vii°/vi
V<sup>6</sup><sub>4</sub>,iii<sup>7</sup>,iii<sup>4</sup><sub>3</sub>,I
V<sup>6</sup><sub>4</sub>,V<sup>4</sup><sub>3</sub>,I<sup>6</sup>,IV
V<sup>6</sup><sub>4</sub>,V<sup>4</sup><sub>3</sub>,I,V
V<sup>6</sup><sub>4</sub>,IV<sup>7</sup>,vi<sup>7</sup>,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,IV<sup>7</sup>,vi<sup>7</sup>,IV
V<sup>6</sup><sub>4</sub>,IV<sup>7</sup>,iii<sup>7</sup>,vi
V<sup>6</sup><sub>4</sub>,IV<sup>7</sup>,iii<sup>7</sup>,ii<sup>7</sup>
V<sup>6</sup><sub>4</sub>,IV<sup>7</sup>,IV<sup>6</sup><sub>4</sub>,IV
V<sup>6</sup><sub>4</sub>,IV<sup>6</sup>,V<sup>6</sup>,vii°/V
V<sup>6</sup><sub>4</sub>,IV<sup>6</sup>,V<sup>6</sup>,vi
V<sup>6</sup><sub>4</sub>,IV<sup>6</sup>,V<sup>6</sup>,V<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,IV<sup>6</sup>,V<sup>6</sup><sub>5</sub>,vii°/V
V<sup>6</sup><sub>4</sub>,IV<sup>6</sup>,V,vii°/V
V<sup>6</sup><sub>4</sub>,IV<sup>6</sup>,V<sup>7</sup>,vii°/V
V<sup>6</sup><sub>4</sub>,vi<sup>7</sup>,vi,vi<sup>6</sup>
V<sup>6</sup><sub>4</sub>,vi<sup>7</sup>,vi<sup>4</sup><sub>3</sub>,vi<sup>6</sup><sub>5</sub>
V<sup>6</sup><sub>4</sub>,vi<sup>7</sup>,v,I
V<sup>6</sup><sub>4</sub>,vi<sup>7</sup>,IV,V
V<sup>6</sup><sub>4</sub>,I<sup>7</sup>,I<sup>4</sup><sub>3</sub>,I<sup>6</sup><sub>5</sub>
V<sup>6</sup><sub>4</sub>,I<sup>7</sup>,vi<sup>7</sup>,IV<sup>7</sup>
V<sup>6</sup><sub>4</sub>,I<sup>7</sup>,vii<sup>7</sup>,V<sup>7</sup>/vi
V<sup>6</sup><sub>4</sub>,I<sup>6</sup><sub>4</sub>,IV<sup>6</sup>,V
V<sup>6</sup><sub>4</sub>,I<sup>6</sup><sub>4</sub>,I,IV
V<sup>6</sup><sub>4</sub>,I<sup>6</sup><sub>4</sub>,ii<sup>6</sup><sub>4</sub>,vi
V<sup>6</sup><sub>4</sub>,I<sup>6</sup><sub>4</sub>,vi,♭VII
V<sup>6</sup><sub>4</sub>,IV<sup>6</sup><sub>4</sub>,iii<sup>6</sup><sub>4</sub>,IV<sup>6</sup><sub>4</sub>
V<sup>6</sup><sub>4</sub>,vi<sup>6</sup><sub>5</sub>,V<sup>6</sup>,V<sup>7</sup>
I,V,vi,IV
I,V,vi,V
I,V,vi,I
I,V,vi,iii
I,V,vi,ii
I,V,vi,V<sup>6</sup>
I,V,vi,V/vi
I,V,vi,IV<sup>7</sup>
I,V,vi,♭VI
I,V,vi,V/V
I,V,vi,V<sup>7</sup>/vi
I,V,vi,I<sup>6</sup>
I,V,vi,♭VII
I,V,vi,vi<sup>6</sup><sub>4</sub>
I,V,vi,I<sup>6</sup><sub>4</sub>
I,V,vi,V<sup>7</sup>/IV
I,V,vi,iii<sup>6</sup><sub>5</sub>
I,V,vi,iii<sup>6</sup><sub>4</sub>
I,V,vi,I<sup>7</sup>
I,V,vi,iii<sup>7</sup>
I,V,vi,V
I,V,vi,IV<sup>6</sup><sub>4</sub>
I,V,vi,V<sup>4</sup><sub>2</sub>/IV
I,V,vi,♭III
I,V,vi,♭VIIb7
I,V,vi,I<sup>4</sup><sub>2</sub>
I,V,vi,vii°
I,V,vi,vi<sup>6</sup>
I,V,vi,v<sup>6</sup>
I,V,vi,IV
I,V,vi,ii<sup>6</sup>
I,V,vi,V<sup>7</sup>/V
I,V,vi,vi<sup>7</sup>
I,V,vi,vii°/vi
I,V,vi,V<sup>6</sup>/V
I,V,vi,V/ii
I,V,IV,I
I,V,IV,V
I,V,IV,vi
I,V,IV,iii
I,V,IV,ii
I,V,IV,I<sup>6</sup>
I,V,IV,♭VII
I,V,IV,ii<sup>6</sup>
I,V,IV,vi<sup>7</sup>
I,V,IV,ii<sup>7</sup>
I,V,IV,V/V
I,V,IV,iv
I,V,IV,vi<sup>6</sup><sub>4</sub>
I,V,IV,iii<sup>6</sup><sub>5</sub>
I,V,IV,V<sup>7</sup>
I,V,IV,♭III
I,V,IV,iii<sup>7</sup>
I,V,IV,V<sup>4</sup><sub>2</sub>
I,V,IV,IV<sup>6</sup>
I,V,IV,V/vi
I,V,IV,IV<sup>4</sup><sub>2</sub>
I,V,IV,ii<sup>6</sup><sub>4</sub>
I,V,IV,♭III
I,V,IV,♭II
I,V,IV,IV
I,V,IV,I<sup>6</sup><sub>4</sub>
I,V,IV,V<sup>6</sup>/ii
I,V,IV,V/vii
I,V,IV,♭VI
I,V,IV,i<sup>6</sup><sub>5</sub>
I,V,I,V
I,V,I,IV
I,V,I,vi
I,V,I,ii
I,V,I,V<sup>6</sup>
I,V,I,iii
I,V,I,I<sup>6</sup><sub>4</sub>
I,V,I,I<sup>6</sup>
I,V,I,♭VII
I,V,I,ii<sup>6</sup>
I,V,I,I<sup>4</sup><sub>2</sub>
I,V,I,V<sup>7</sup>/IV
I,V,I,vii<sup>??</sup><sup>7</sup>
I,V,I,ii<sup>7</sup>
I,V,I,vii
I,V,I,IV<sup>6</sup><sub>4</sub>
I,V,I,V<sup>7</sup>
I,V,I,V/V
I,V,I,V<sup>7</sup>/ii
I,V,I,V/vi
I,V,I,ii<sup>4</sup><sub>2</sub>
I,V,I,vi<sup>7</sup>
I,V,I,IV<sup>7</sup>
I,V,I,V<sup>6</sup>/vi
I,V,I,V<sup>7</sup>/vi
I,V,I,Ib7
I,V,I,♭V
I,V,I,vii°
I,V,I,V<sup>4</sup><sub>3</sub>
I,V,I,vii°/ii
I,V,I,iii<sup>6</sup><sub>4</sub>
I,V,I,V<sup>4</sup><sub>3</sub>/IV
I,V,I,♭III
I,V,I,V<sup>6</sup><sub>5</sub>/IV
I,V,I,iv<sup>6</sup><sub>5</sub>
I,V,I,IVb7
I,V,I,V/iii
I,V,ii,IV
I,V,ii,vi
I,V,ii,I
I,V,ii,iii
I,V,ii,V
I,V,ii,vi<sup>7</sup>
I,V,ii,♭VII
I,V,ii,V<sup>7</sup>
I,V,ii,I<sup>6</sup>
I,V,ii,ii<sup>6</sup><sub>5</sub>
I,V,ii,iv
I,V,ii,vi<sup>6</sup>
I,V,ii,iv
I,V,ii,V/vi
I,V,iii,IV
I,V,iii,vi
I,V,iii,V
I,V,iii,vi<sup>7</sup>
I,V,iii,IV<sup>7</sup>
I,V,iii,I
I,V,iii,ii
I,V,iii,V/V
I,V,iii,V<sup>7</sup>/V
I,V,♭VII,IV
I,V,♭VII,I
I,V,♭VII,♭III
I,V,♭VII,v
I,V,♭VII,ii
I,V,♭VII,IV
I,V,♭VII,V
I,V,♭VII,vi
I,V,♭VII,V<sup>7</sup>
I,V,vi<sup>7</sup>,IV
I,V,vi<sup>7</sup>,V
I,V,vi<sup>7</sup>,I
I,V,vi<sup>7</sup>,ii<sup>7</sup>
I,V,vi<sup>7</sup>,♭VII
I,V,vi<sup>7</sup>,IV<sup>7</sup>
I,V,V/V,I
I,V,V/V,IV
I,V,V/V,ii<sup>7</sup>
I,V,V/V,V/ii
I,V,V/V,vi
I,V,V/V,ii
I,V,V/V,IV
I,V,V/V,vii<sup>7</sup>
I,V,V/V,V
I,V,V/V,V/vi
I,V,V/V,iii
I,V,V/V,iii<sup>7</sup>
I,V,V<sup>6</sup>,I
I,V,V<sup>6</sup>,IV<sup>6</sup><sub>4</sub>
I,V,V<sup>6</sup>,IV
I,V,V<sup>6</sup>,v<sup>6</sup><sub>4</sub>
I,V,ii<sup>7</sup>,IV
I,V,ii<sup>7</sup>,I
I,V,ii<sup>7</sup>,V<sup>7</sup>
I,V,ii<sup>7</sup>,vi<sup>7</sup>
I,V,ii<sup>7</sup>,ii
I,V,ii<sup>7</sup>,iii<sup>6</sup><sub>5</sub>
I,V,ii<sup>7</sup>,I<sup>6</sup>
I,V,V/vi,vi
I,V,V/vi,IV
I,V,V/vi,iii
I,V,IV<sup>7</sup>,I
I,V,IV<sup>7</sup>,V
I,V,IV<sup>7</sup>,vi
I,V,IV<sup>7</sup>,vi<sup>7</sup>
I,V,IV<sup>7</sup>,V/V
